9_0 Buchnera_aphidicola
1157490_0 Tumebacillus_flagellatus
1157616_1 Hortaea_werneckii_EXF-2000
1157632_0 Streptomyces_sp._LaPpAH-95
1157637_0 Streptomyces_sp._BoleA5
1157943_0 Mycobacterium_sp._155
1157962_0 Chlamydomonas_eustigma
1158144_0 Thioalkalivibrio_sp._ALJ1
1158146_0 Thioalkalivibrio_sp._ALJT
1158160_0 Thioalkalivibrio_sp._AKL17
1158189_1 Chaco_virus
1158190_1 Marco_virus
1158291_0 Thiomonas_sp._FB-6
1158292_0 Thiomonas_sp._FB-Cd
1158294_0 Prevotella_sp._10(H)
1158318_0 Desulfurobacterium_sp._TC5-1
1158345_0 Persephonella_sp._KM09-Lau-8
1158606_0 Enterococcus_asini_ATCC_700915
1158607_0 Enterococcus_pallens_ATCC_BAA-351
1158608_0 Enterococcus_haemoperoxidus_ATCC_BAA-382
1158610_0 Enterococcus_phoeniculicola_ATCC_BAA-412
1158614_0 Enterococcus_gilvus_ATCC_BAA-350
1158680_1 Pseudomonas_phage_NH-4
1159195_1 Southern_elephant_seal_virus
1159554_0 Cronobacter_dublinensis_subsp._dublinensis_LMG_23823
1159556_1 Ustilaginoidea_virens
1159613_0 Cronobacter_muytjensii_ATCC_51329
1159870_0 Bordetella_sp._FB-8
1159902_1 Common_moorhen_coronavirus_HKU21
1159903_1 Magpie-robin_coronavirus_HKU18
1159904_1 Night_heron_coronavirus_HKU19
1159905_1 Porcine_coronavirus_HKU15
1159906_1 Sparrow_coronavirus_HKU17
1159907_1 White-eye_coronavirus_HKU16
1159908_1 Wigeon_coronavirus_HKU20
1160137_0 Nocardia_sp._BMG111209
1160497_1 Aspergillus_glaucus_CBS_516.65
1160707_0 Ureibacillus_thermosphaericus_str._Thermo-BF
1160719_0 Cutibacterium_granulosum_DSM_20700
1160720_0 Alteromonas_stellipolaris_LMG_21856
1160721_0 Ruminococcus_bicirculans
1160895_0 Candidatus_Acidianus_copahuensis
1160968_1 Rabbit_coronavirus_HKU14
1161132_1 Rabbit_astrovirus_TN/2208/2010
1161401_0 Euryhalocaulis_caribicus
1161901_1 Bacillus_phage_PBC1
1161902_0 Eubacterium_nodatum_ATCC_33099
1161903_1 Pseudomonas_phage_MP42
1161906_1 Weissella_phage_phiYS61
1161927_1 Pseudomonas_phage_Lu11
1161928_1 Vibrio_phage_SSP002
1161930_1 Leuconostoc_phage_Lmd1
1161931_1 Agrobacterium_phage_7-7-1
1161933_1 Mycobacterium_phage_Twister
1161935_1 Salinivibrio_phage_CW02
1161939_1 Enterococcus_phage_vB_Efae230P-4
1162083_1 Clitocybe_odora_virus
1162280_1 Tomato_rugose_yellow_leaf_curl_virus
1162282_0 Rhodanobacter_sp._115
1162290_1 Cronobacter_phage_CR9
1162295_1 Cronobacter_phage_CR3
1162304_1 Clostridium_phage_phiCP7R
1162305_1 Clostridium_phage_phiCPV4
1162306_1 Clostridium_phage_phiZP2
1162557_1 Chickpea_yellows_virus
1162668_0 Leptospirillum_ferrooxidans_C2-3
1163385_0 Peanut_witches'-broom_phytoplasma_NTU2011
1163406_1 Tolypocladium_ophioglossoides_CBS_100239
1163408_0 Rhodanobacter_fulvus_Jip2
1163419_0 Hyphomicrobium_sp._99
1163537_1 Tianjin_totivirus
1163617_0 Sulfuricella_denitrificans_skB26
1163701_1 Eidolon_helvum_papillomavirus_1
1163703_1 Equus_asinus_papillomavirus_1
1163708_1 Rupicapra_rupicapra_papillomavirus_1
1163709_1 Vulpes_vulpes_papillomavirus_1
1163715_1 Gyrovirus_GyV3
1163743_0 Helicobacter_pylori_HUP-B14
1163745_0 Helicobacter_cetorum_MIT_99-5656
1163751_0 Candidatus_Hamiltonella_defensa_MED_(Bemisia_tabaci)
1165094_0 Richelia_intracellularis_HH01
1165134_1 Lactococcus_virus_ASCC191
1165135_1 Lactococcus_virus_ASCC273
1165136_1 Lactococcus_virus_ASCC281
1165160_1 Lactococcus_virus_ASCC532
1165702_1 Staphylococcus_phage_phi7401PVL
1165841_0 Sulfurovum_sp._AR
1165861_1 Puccinia_striiformis_f._sp._tritici_PST-78
1165907_1 Porcine_bocavirus
1166018_0 Fibrella_aestuarina_BUZ_2
1166130_0 Enterobacter_sp._R4-368
1166948_0 Halomonas_xinjiangensis
1167006_0 Desulfocapsa_sulfexigens_DSM_10523
1167310_1 Dabieshan_virus
1167628_0 Actinomyces_massiliensis_4401292
1167632_0 Staphylococcus_vitulinus_F1028
1167637_0 Gillisia_marina
1167690_1 Xanthophyllomyces_dendrorhous_virus_L1A
1167691_1 Xanthophyllomyces_dendrorhous_virus_L1B
1167696_1 Ikoma_lyssavirus
1168034_0 Draconibacterium_orientale
1168059_0 Xanthobacteraceae_bacterium_501b
1168067_0 Hydrogenovibrio_kuenenii_DSM_12350
1168221_1 Coniosporium_apollinis_CBS_100218
1168280_1 Cronobacter_phage_phiES15
1168281_1 Vibrio_phage_VvAW1
1168287_0 Mycobacterium_sp._MOTT36Y
1168289_0 Marinilabilia_salmonicolor_JCM_21150
1168290_0 Bifidobacterium_animalis_subsp._lactis_B420
1168478_1 Nonlabens_phage_P12024S
1168479_1 Nonlabens_phage_P12024L
1168547_1 Acartia_tonsa_copepod_circovirus
1168548_1 Salmonella_phage_vB_SemP_Emek
1168549_1 Salmonella_phage_vB_SosS_Oslo
1168563_1 Stenotrophomonas_phage_Smp131
1168594_1 Mycobacterium_virus_Avani
1168595_1 Mycobacterium_phage_Aeneas
1168612_1 Staphylococcus_phage_SMSAP5
1168613_1 Staphylococcus_phage_TEM123
1169032_1 Wasabi_mottle_virus
1169145_0 Cryocola_sp._340MFSha3.1
1169152_0 Nocardia_sp._CNY236
1169474_1 Chromera_velia_CCMP2878
1169540_1 Vitrella_brassicaformis_CCMP3155
1169855_0 Rhodobacteraceae_bacterium_PD-2
1170229_1 Penicillium_digitatum_PHI26
1170234_1 Feline_morbillivirus
1170318_0 Cutibacterium_avidum_44067
1170422_1 Loreto_virus
1170424_1 Negev_virus
1170425_1 Piura_virus
1170562_0 Calothrix_sp._PCC_6303
1170656_1 Vinca_leaf_curl_virus
1172178_0 Promicromonospora_sukumoe_327MFSha3.1
1172185_0 Nocardia_sp._348MFTsu5.1
1172189_1 Oxytricha_trifallax
1172190_0 Sulfurimonas_hongkongensis
1172194_0 Hydrocarboniphaga_effusa_AP103
1172196_1 Chicken_calicivirus
1172567_0 Streptomyces_globisporus_C-1027
1172985_1 Mogiana_tick_virus
1173021_0 cyanobacterium_PCC_7702
1173022_0 Crinalium_epipsammum_PCC_9333
1173024_0 Fischerella_sp._PCC_9605
1173025_0 Geitlerinema_sp._PCC_7407
1173027_0 Microcoleus_sp._PCC_7113
1173028_0 Oscillatoria_sp._PCC_10802
1173061_1 Galactomyces_candidum
1173135_1 Enterococcus_phage_BC611
1173138_1 Influenza_D_virus_(D/swine/Oklahoma/1334/2011)
1173263_0 Synechococcus_sp._PCC_7502
1173264_0 Leptolyngbya_sp._PCC_6406
1173297_1 Halocynthia_phage_JM-2012
1173487_0 Halorubrum_sp._AJ67
1173701_1 Colletotrichum_sublineola
1173709_1 Labidocera_aestiva_circovirus
1173741_1 Salmonella_virus_SP126
1173743_1 Listeria_phage_LP-030-2
1173745_1 Listeria_phage_LP-026
1173747_1 Listeria_phage_LP-037
1173749_1 Salmonella_phage_FSL_SP-031
1173752_1 Salmonella_phage_FSL_SP-101
1173754_1 Salmonella_virus_FSLSP030
1173757_1 Salmonella_virus_FSLSP088
1173760_1 Salmonella_phage_SP069
1173761_1 Salmonella_phage_FSL_SP-058
1173762_1 Salmonella_phage_FSL_SP-076
1173769_1 Salmonella_phage_FSL_SP-004
1174504_0 Bacillus_psychrosaccharolyticus_ATCC_23296
1174526_1 Wheat_dwarf_India_virus
1174530_1 Feline_bocavirus
1175296_0 Methanomassiliicoccus_luminyensis_B10
1175504_1 Mycobacterium_phage_SWU1
1175505_1 Ageratum_leaf_curl_betasatellite
1175631_0 Pectobacterium_wasabiae_CFBP_3304
1175654_1 Pseudomonas_phage_PaMx25
1175657_1 Pseudomonas_phage_PaMx11
1175659_1 Pseudomonas_phage_PaMx28
1175662_1 Pseudomonas_phage_PaMx42
1175663_1 Pseudomonas_phage_PaMx74
1176153_1 Tomato_necrotic_stunt_virus
1176156_1 Tomato_leaf_curl_Yemen_betasatellite
1176165_0 Brevibacterium_ravenspurgense_5401308_=_CCUG_53855
1176422_1 Croceibacter_phage_P2559S
1176423_1 Marinomonas_phage_P12026
1176484_1 Canine_vesivirus
1176587_0 Niabella_ginsenosidivorans
1176736_1 Pitaya_virus_X
1177117_0 Halomonas_stevensii_S18214
1177154_0 Alcanivorax_nanhaiticus
1177179_0 Alcanivorax_hongdengensis_A-11-3
1177181_0 Alcanivorax_jadensis_T9
1177594_0 Microbacterium_sp._C448
1177630_1 American_hop_latent_virus
1177632_1 Salmonella_phage_SSU5
1177928_0 Thalassospira_profundimaris_WP0211
1178016_1 Encephalitozoon_romaleae_SJ-2008
1178482_0 Halomonas_huangheensis
1178515_0 Paenibacillus_swuensis
1178516_0 Spirosoma_montaniterrae
1178537_0 Bacillus_xiamenensis
1178825_0 Arenitalea_lutea
1179155_0 Candidatus_Photodesmus_blepharus
1179226_0 Staphylococcus_lentus_F1142
1179773_0 Saccharothrix_espanaensis_DSM_44229
1179777_0 Mycoplasma_feriruminatoris
1181310_1 Sclerotinia_sclerotiorum_dsRNA_mycovirus-L
1182518_1 Maize_streak_Reunion_virus
1182541_1 Capronia_coronata_CBS_617.96
1182542_1 Capronia_epimyces_CBS_606.96
1182544_1 Cladophialophora_yegresii_CBS_114405
1182545_1 Exophiala_aquamarina_CBS_119918
1182568_0 Deinococcus_puniceus
1182571_0 Deinococcus_swuensis
1183239_1 Salisaeta_icosahedral_phage_1
1183241_1 Persimmon_cryptic_virus
1183318_1 Norovirus_Hu/GIV.1/LakeMacquarie/NSW268O/2010/AU
1183377_0 Pyrococcus_sp._ST04
1183438_0 Gloeobacter_kilaueensis_JS1
1184251_0 Thermogladius_calderae_1633
1184267_0 Bdellovibrio_exovorus_JSS
1184607_0 Austwickia_chelonae_NBRC_105200
1184609_0 Kineosphaera_limosa_NBRC_100340
1185359_1 Bat_sapovirus_TLC58/HK
1185653_0 Planococcus_antarcticus_DSM_14505
1185766_0 Thioclava_dalianensis
1185876_0 Fibrisoma_limi_BUZ_3
1186051_0 Blattabacterium_sp._(Blaberus_giganteus)
1186196_0 Natrinema_salaciae
1187128_1 Acinetobacter_phage_AP22
1187848_0 Vibrio_genomosp._F10_str._ZF-129
1187851_0 Rhodovulum_sp._PH10
1187894_1 Clostridium_phage_PhiS63
1187973_1 Otarine_picobirnavirus
1188233_0 Mycoplasma_auris_15026
1188234_0 Mycoplasma_alkalescens_14918
1188235_0 Mycoplasma_bovigenitalium_51080
1188241_0 Ureaplasma_diversum_NCTC_246
1188792_1 Phaseolus_vulgaris_alphaendornavirus_1
1188793_1 Phaseolus_vulgaris_alphaendornavirus_2
1188794_1 Xanthomonas_virus_CP1
1188795_1 Xanthomonas_citri_phage_CP2
1188812_1 Peristrophe_mosaic_virus
1188819_1 Cuban_alphasatellite_1
1189303_0 Candidatus_Sulcia_muelleri_PSPU
1189612_0 Indibacter_alkaliphilus_LW1
1189613_0 Staphylococcus_massiliensis_CCUG_55927
1189619_0 Psychroflexus_gondwanensis_ACAM_44
1189620_0 Flavobacterium_sp._ACAM_123
1189621_0 Nitritalea_halalkaliphila_LW7
1190451_1 Campylobacter_virus_CP21
1190606_0 Enterovibrio_calviensis_1F-211
1190813_0 Pseudoalteromonas_shioyasakiensis
1191298_0 Vibrio_genomosp._F6_str._FF-238
1191459_0 Flammeovirga_sp._MY04
1191523_0 Melioribacter_roseus_P3M-2
1191699_0 Bacillus_oryziterrae
1192034_0 Chondromyces_apiculatus_DSM_436
1192054_0 Paracoccus_sp._228
1192197_0 Pelosinus_fermentans_JBW45
1192868_0 Pseudaminobacter_salicylatoxidans_KCT001
1193051_0 Leptospira_meyeri_serovar_Hardjo_str._Went_5
1193069_0 Leptospira_wolffii_serovar_Khorat_str._Khorat-H2
1193119_0 Alkalibacillus_haloalkaliphilus_C5
1193181_0 Tetrasphaera_elongata_Lp2
1193182_0 Tetrasphaera_australiensis_Ben110
1193422_1 Goose_adenovirus_4
1193502_0 Sulfurospirillum_halorespirans_DSM_13726
1193518_0 Tetrasphaera_jenkinsii_Ben_74
1193729_0 Candidatus_Endolissoclinum_faulkneri_L2
1193974_1 Human_enterovirus
1194083_0 Tetrasphaera_japonica_T1-X7
1194088_0 Halorubrum_sp._T3
1194091_1 Klebsiella_phage_NTUH-K2044-K1-1
1194165_0 Microbacterium_yannicii_PS01
1194526_0 Staphylococcus_warneri_SG1
1194641_1 Bacillus_phage_BtCS33
1194757_1 Canine_circovirus
1195068_1 Staphylococcus_phage_StauST398-1
1195070_1 Mycobacterium_virus_Macncheese
1195071_1 Staphylococcus_phage_StauST398-3
1195072_1 Bacillus_phage_vB_BceM_Bc431v3
1195073_1 Burkholderia_virus_Bcepmigl
1195085_1 Cronobacter_phage_CR5
1195086_1 Staphylococcus_phage_SA13
1195087_1 Sunshine_Coast_virus
1195163_1 Amazon_lily_mild_mottle_virus
1195236_0 [Clostridium]_termitidis_CT1112
1195246_0 Alishewanella_agri_BL06
1195364_1 Miniopterus_schreibersii_papillomavirus_1
1195365_1 Miniopterus_schreibersii_picornavirus_1
1195367_1 Myotis_myotis_bocavirus_1
1195370_1 Myotis_ricketti_papillomavirus_1
1195373_1 Rhinolophus_ferrumequinum_circovirus_1
1195378_1 Tomato_dwarf_leaf_virus
1195763_0 Photobacterium_aquae
1195796_1 Human_papillomavirus_type_154
1196031_0 Bacillus_oceanisediminis_2691
1196094_0 Snodgrassella_alvi_wkB2
1196095_0 Gilliamella_apicola
1196236_1 Paspalum_dilatatum_striate_mosaic_virus
1196237_1 Digitaria_ciliaris_striate_mosaic_virus
1196323_0 Paenibacillus_sp._OSY-SE
1196324_0 Fictibacillus_macauensis_ZFHKF-1
1196416_0 Poinsettia_branch-inducing_phytoplasma_str._JR1
1196421_0 Italian_clover_phyllody_phytoplasma_str._MA1
1196647_1 Canine_picornavirus
1196835_0 Pseudomonas_stutzeri_CCUG_29243
1197129_0 Candidatus_Brocadia_sinica_JPN1
1197325_0 Mycoplasma_wenyonii_str._Massachusetts
1197477_0 Mangrovimonas_yunxiaonensis
1197717_0 Cloacibacillus_porcorum
1197874_0 Maribacter_thermophilus
1197906_0 Afipia_birgiae_34632
1197935_1 Enterobacteriaphage_UAB_Phi87
1197951_1 Celeribacter_phage_P12053L
1197952_1 Staphylococcus_virus_IPLA5
1197953_1 Staphylococcus_virus_IPLA7
1198014_1 Aeromonas_phage_Aes012
1198029_1 Neolecta_irregularis_DAH-3
1198114_0 Granulicella_tundricola_MP5ACTX9
1198134_1 Premna_leaf_curl_virus
1198144_1 Donkey_orchid_virus_A
1198147_1 Caladenia_virus_A
1198219_1 Sweet_potato_leaf_curl_China_virus
1198232_0 Cycloclasticus_zancles_78-ME
1198449_0 Aeropyrum_camini_SY1_=_JCM_12091
1198450_1 Jacquemontia_mosaic_Yucatan_virus
1198452_0 Janthinobacterium_sp._HH01
1198498_1 Honeysuckle_yellow_vein_mosaic_betasatellite
1199154_0 Lysobacter_sp._A03
1199245_0 secondary_endosymbiont_of_Ctenarytaina_eucalypti
1200346_0 Alicyclobacillus_hesperidum_URH17-3-68
1200352_0 Corynebacterium_terpenotabidum_Y-11
1200567_0 Ruminobacter_sp._RM87
1200971_1 French_bean_leaf_curl_betasatellite-Kanpur
1201036_0 Pseudochrobactrum_sp._AO18b
1201288_0 Bacteriovorax_sp._Seq25_V
1201290_0 Bacteriovorax_sp._BAL6_X
1201293_0 Moritella_dasanensis_ArB_0140
1202142_1 Citrus_chlorotic_dwarf_associated_virus
1202450_0 Mycobacterium_haemophilum_DSM_44634
1202534_0 Clostridium_sartagoforme_AAU1
1202539_0 Candidatus_Carsonella_ruddii_HT_isolate_Thao2000
1202724_0 Flavobacterium_akiainvivens
1202768_0 Halopiger_salifodinae
1202772_1 Achlya_hypogyna
1202785_0 Methylacidiphilum_kamchatkense_Kam1
1203076_0 Lactobacillus_ingluviei_str._Autruche_4
1203190_0 Corynebacterium_timonense_5401744
1203539_1 MW_polyomavirus
1203554_0 Sutterella_wadsworthensis_HGA0223
1203602_0 Atopobium_sp._oral_taxon_199_str._F0494
1203605_0 Propionibacterium_sp._oral_taxon_192_str._F0372
1203606_0 Butyricicoccus_pullicaecorum_1.2
1204178_1 Helicobacter_phage_KHP40
1204252_1 Avian_avulavirus_11
1204516_1 Aeromonas_phage_CC2
1204517_1 Pseudomonas_phage_MP1412
1204521_1 Escherichia_phage_ECML-117
1204524_1 Streptomyces_phage_phiHau3
1204525_1 Streptomyces_phage_SV1
1204533_1 Bacillus_phage_phiAGATE
1204534_1 Clostridium_phage_phiMMP02
1204535_1 Clostridium_phage_phiMMP04
1204537_1 Caulobacter_virus_phiCbK
1204538_1 Pseudomonas_phage_Phi-S1
1204539_1 Pectobacterium_phage_My1
1204540_1 Enterococcus_phage_EfaCPT1
1204541_1 Salmonella_phage_wksl3
1204543_1 Staphylococcus_virus_SA11
1204719_0 Phocaeicola_abscessus_CCUG_55929
1204725_0 Methanobacterium_formicicum_DSM_3637
1205680_0 Reyranella_massiliensis_521
1205681_0 Bartonella_rattaustraliani_AUST/NH4
1205910_0 Nocardiopsis_alba_ATCC_BAA-2165
1206056_1 Leishmania_aethiopica_L147
1206103_0 Pedobacter_arcticus_A12
1206109_0 Candidatus_Portiera_aleyrodidarum_BT-B-HRs
1206110_1 Lactobacillus_phage_phiAQ113
1206300_1 Enterobacteria_phage_Hgal1
1206313_1 Enterobacteria_phage_C-1_INW-2012
1206458_0 Novosphingobium_sp._MBES04
1206545_1 Klebsiella_phage_0507-KN2-1
1206557_1 Yersinia_phage_phiR201
1206558_1 Yersinia_phage_phiR1-RT
1206559_1 Yersinia_phage_phi80-18
1206566_1 Blueberry_virus_A
1206725_0 Nocardia_brevicatena_NBRC_12119
1206726_0 Nocardia_carnea_NBRC_14403
1206730_0 Nocardia_higoensis_NBRC_100133
1206731_0 Nocardia_jiangxiensis_NBRC_101359
1206732_0 Nocardia_otitidiscaviarum_NBRC_14405
1206733_0 Nocardia_niigatensis_NBRC_100131
1206734_0 Nocardia_paucivorans_NBRC_100373
1206735_0 Nocardia_takedensis_NBRC_100417
1206736_0 Nocardia_tenerifensis_NBRC_101015
1206737_0 Nocardia_pneumoniae_NBRC_100136
1206740_0 Nocardia_thailandica_NBRC_100428
1206742_0 Nocardia_vinacea_NBRC_16497
1206743_0 Nocardia_veterana_NBRC_100344
1206744_0 Nocardia_transvalensis_NBRC_15921
1206781_0 Paenibacillus_alvei_DSM_29
1207055_0 Sphingobium_sp._C100
1207058_0 Hyphomonas_sp._L-53-1-40
1207063_0 Oceanibaculum_indicum_P24
1207075_0 Pseudomonas_sp._UW4
1207076_0 Pseudomonas_luteola_XLDN4-9
1208104_0 Aeromonas_media_WS
1208236_1 Helicobacter_phage_KHP30
1208310_1 Porcine_partetravirus
1208321_0 Marinomonas_profundimaris
1208323_0 Celeribacter_baekdonensis_B30
1208324_0 Celeribacter_indicus
1208583_0 Commensalibacter_sp._MX01
1208587_1 Streptococcus_phage_SPQS1
1208599_0 Bacillus_cihuensis
1208600_0 Bacillus_sp._FJAT-14578
1208918_0 Candidatus_Kinetoplastibacterium_crithidii_TCC036E
1208919_0 Candidatus_Kinetoplastibacterium_desouzaii_TCC079E
1208920_0 Candidatus_Kinetoplastibacterium_oncopeltii_TCC290E
1208921_0 Candidatus_Kinetoplastibacterium_galatii_TCC219
1208922_0 Candidatus_Kinetoplastibacterium_blastocrithidii_TCC012E
1209072_0 Cellvibrio_mixtus_subsp._mixtus_J3-8
1209926_1 Colletotrichum_orchidophilum
1209931_1 Colletotrichum_salicis
1209984_0 Mycobacterium_mageritense_DSM_44476_=_CIP_104973
1209989_0 Tepidanaerobacter_acetatoxydans_Re1
1210046_0 Janibacter_hoylei_PVAS-1
1210067_0 Nocardia_arthritidis_NBRC_100137
1210908_0 Halogranum_salarium_B-1
1211035_0 Lysinibacillus_massiliensis_4400831_=_CIP_108448_=_CCUG_49529
1211279_1 Salmonella_phage_vB_SenS_AG11
1211282_1 Mycobacterium_virus_Goose
1211283_1 Mycobacterium_virus_Marcell
1211386_1 Pectobacterium_phage_PhiM1
1211388_1 Apple_green_crinkle_associated_virus
1211417_1 uncultured_crAssphage
1211480_1 Persimmon_virus_A
1211481_1 Persimmon_latent_virus
1211640_1 Caulobacter_phage_CcrColossus
1211643_1 Caulobacter_virus_Rogue
1211706_0 Paenisporosarcina_sp._TG20
1211777_0 Rhizobium_mesoamericanum_STM3625
1211813_0 Alistipes_ihumii_AP11
1211814_0 Bacillus_massilioanorexius_AP8
1211815_0 Candidatus_Blastococcus_massiliensis_AP3
1211817_0 Clostridium_ihumii_AP5
1211819_0 Holdemania_massiliensis_AP2
1211843_0 Candidatus_Soleaferrea_massiliensis_AP7
1212491_0 Legionella_fallonii_LLAP-10
1212545_0 Staphylococcus_arlettae_CVD059
1212764_0 Paenibacillus_popilliae_ATCC_14706
1213187_1 Tobacco_leaf_chlorosis_betasatellite
1213198_1 Lleida_bat_lyssavirus
1213406_1 Jatropha_mosaic_Nigeria_virus
1213588_1 Rose_yellow_vein_virus
1213620_1 Bhanja_virus
1213857_1 Colletotrichum_orbiculare_MAFF_240422
1213859_1 Colletotrichum_gloeosporioides_Nara_gc5
1214064_0 Promicromonosporaceae_bacterium_W15
1214065_0 Enterobacteriaceae_bacterium_B14
1214101_0 Streptomyces_davaonensis_JCM_4913
1214230_1 Turkey_gallivirus
1214242_0 Streptomyces_collinus_Tu_365
1214459_1 Citrus_yellow_vein_clearing_virus
1214573_1 Diaporthe_ampelina
1214955_1 Gyrovirus_4
1215087_0 Pseudomonas_putida_S12
1215089_0 Planococcus_halocryophilus
1215343_0 Liberibacter_crescens_BT-1
1216007_0 Pseudoalteromonas_ruthenica_CP76
1216926_1 Escherichia_phage_ADB-2
1216928_1 Heartland_virus
1216932_0 Clostridium_bornimense
1217648_0 Acinetobacter_beijerinckii_CIP_110307
1217658_0 Acinetobacter_gyllenbergii_NIPH_230
1217721_0 Dyella_japonica_A8
1217799_0 Dehalogenimonas_alkenigignens
1217810_1 Pectobacterium_phage_PP1
1217821_1 Sibine_fusca_densovirus
1217988_0 Acinetobacter_schindleri_CIP_107287
1218074_0 Paraburkholderia_acidipaludis_NBRC_101816
1218081_0 Paraburkholderia_kururiensis_subsp._thiooxydans_NBRC_107107
1218108_0 Empedobacter_brevis_NBRC_14943_=_ATCC_43319
1218112_0 Kluyvera_cryocrescens_NBRC_102467
1218173_0 Bacillus_alcalophilus_ATCC_27647_=_CGMCC_1.3604
1218281_0 Limnephilus_lunatus
1218490_1 Torque_teno_zalophus_virus_1
1218492_0 Lactobacillus_mellifer
1218493_0 Lactobacillus_kullabergensis
1218495_0 Lactobacillus_apinorum
1218508_0 Lactobacillus_mellis
1218565_0 Leptospira_alstonii_serovar_Sichuan_str._79601
1218599_0 Leptospira_wolbachii_serovar_Codice_str._CDC
1218727_1 French_bean_severe_leaf_curl_virus
1218933_0 Pectobacterium_carotovorum_subsp._carotovorum_PCC21
1219019_0 Rhodococcus_maanshanensis_NBRC_100610
1219035_0 Novosphingobium_tardaugens_NBRC_16725
1219037_0 Sphingobium_xenophagum_NBRC_107872
1219042_0 Novosphingobium_capsulatum_NBRC_12533
1219043_0 Sphingomonas_changbaiensis_NBRC_104936
1219045_0 Sphingobium_herbicidovorans_NBRC_16415
1219050_0 Sphingomonas_paucimobilis_NBRC_13935
1219058_0 Sphingopyxis_terrae_NBRC_15098
1219065_0 Vibrio_proteolyticus_NBRC_13287
1219069_0 Vibrio_mediterranei_NBRC_15635
1219360_0 Erwinia_persicina_NBRC_102418
1219362_0 Williamsia_muralis_NBRC_105860
1219465_1 Lone_Star_virus
1219585_0 Arcanobacterium_sp._S3PF19
1219896_1 Raccoon_polyomavirus
1220025_1 Pokeweed_mosaic_virus
1220162_1 Trichosporon_asahii_var._asahii_CBS_8904
1220535_0 alpha_proteobacterium_IMCC14465
1220558_0 Paenibacillus_chitinolyticus_NBRC_15660
1220574_0 Gordonia_amicalis_NBRC_100051_=_JCM_11271
1220578_0 Flavihumibacter_petaseus_NBRC_106054
1220583_0 Gordonia_aichiensis_NBRC_108223
1220589_0 Lysinibacillus_odysseyi_34hs-1_=_NBRC_100172
1220594_0 Parageobacillus_caldoxylosilyticus_NBRC_107762
1220714_1 Rhizobium_phage_RHEph06
1220717_1 Rhizobium_phage_RHEph10
1220924_1 Cyphellophora_europaea_CBS_101466
1220926_1 Mucor_circinelloides_f._circinelloides_1006PhL
1221206_1 Soybean_chlorotic_spot_virus
1221208_1 Papilio_polyxenes_densovirus
1221391_1 Cedar_virus
1221437_1 Grapevine_virus_F
1221449_1 Soybean_Putnam_virus
1221500_0 Fictibacillus_phosphorivorans
1221522_0 Pseudomonas_fluorescens_NCIMB_11764
1221637_1 Bat_polyomavirus
1221835_1 Acinetobacter_phage_Bphi-B1251
1221996_0 Quasibacillus_thermotolerans
1222338_1 Enterobacteria_phage_GEC-3S
1223259_1 Pseudomonas_phage_JBD24
1223260_1 Pseudomonas_phage_JBD30
1223261_1 Pseudomonas_phage_JBD5
1223262_1 Pseudomonas_phage_JBD88a
1223302_1 Bluegill_picornavirus
1223410_0 Altibacter_lentus
1223489_0 Nocardia_niwae_NBRC_108934_=_DSM_45340
1223509_0 Cellulomonas_iranensis_NBRC_101100_=_JCM_18110
1223513_0 Corynebacterium_xerosis_NBRC_16721
1223515_0 Corynebacterium_humireducens_NBRC_106098_=_DSM_45392
1223521_0 Comamonas_granuli_NBRC_101663
1223523_0 Streptomyces_mobaraensis_NBRC_13819_=_DSM_40847
1223527_0 Microbacterium_hydrocarbonoxydans_NBRC_103074
1223528_0 Microbacterium_oleivorans_NBRC_103075
1223540_0 Gordonia_desulfuricans_NBRC_100010
1223542_0 Gordonia_malaquae_NBRC_108250
1223543_0 Gordonia_paraffinivorans_NBRC_108238
1223544_0 Gordonia_sihwensis_NBRC_108236
1223545_0 Gordonia_soli_NBRC_108243
1223547_0 Nocardia_rhamnosiphila_NBRC_108938
1223548_0 Nocardia_mikamii_NBRC_108933
1223561_1 CAS_virus
1223562_1 Golden_Gate_virus
1223566_0 Bradyrhizobium_sp._CCGE-LA001
1223802_0 Sulfuritalea_hydrogenivorans_sk43H
1224136_0 Enterobacteriaceae_bacterium_LSJC7
1224150_0 Dickeya_paradisiaca_NCPPB_2511
1224162_0 Corynebacterium_marinum_DSM_44953
1224163_0 Corynebacterium_maris_DSM_45190
1224164_0 Corynebacterium_vitaeruminis_DSM_20294
1224318_0 Mangrovibacter_sp._MFB070
1224510_1 Nepavirus
1224515_1 Picalivirus_A
1224746_0 Gluconobacter_oxydans_H24
1225069_1 Pouzolzia_golden_mosaic_virus
1225176_0 Cecembia_lonarensis_LW9
1225341_0 Thalassobacillus_sp._C254
1225564_0 Microvirga_vignae
1225644_1 Bhendi_yellow_vein_mosaic_virus-associated_alphasatellite
1225647_0 Phaeobacter_sp._11ANDIMAR09
1225657_0 Loktanella_sp._3ANDIMAR09
1225786_0 Dickeya_solani_IPO_2222
1225789_1 Enterobacteria_phage_SfI
1225790_1 Pseudomonas_phage_MPK7
1225791_1 Pseudomonas_phage_JBD18
1225792_1 Pseudomonas_phage_JBD25
1225793_1 Pseudomonas_phage_JBD67
1225794_1 Lactobacillus_virus_ATCC8014
1225800_1 Listeria_phage_P70
1225861_1 Mycobacterium_virus_Dorothy
1225862_1 Mycobacterium_virus_Rebeuca
